kmax,payoff_date,ensemble_return
16,2021-01-31,0.015344837494194508
16,2021-02-28,0.17976263612508775
16,2021-03-31,0.2747031137347221
16,2021-04-30,0.1401870481669903
16,2021-05-31,0.20891424715518953
16,2021-06-30,-0.08646628335118293
16,2021-07-31,0.2524493604898453
16,2021-08-31,0.014277966925874352
16,2021-09-30,0.030592548567801713
16,2021-10-31,0.11657886952161789
16,2021-11-30,0.1314062263816595
16,2021-12-31,0.17885444164276124
16,2022-01-31,0.23163203820586203
16,2022-02-28,0.05397557886317372
16,2022-03-31,-0.024520202353596688
16,2022-04-30,0.17315196394920349
16,2022-05-31,0.2313288614153862
16,2022-06-30,-0.1031127730384469
16,2022-07-31,0.10531108155846595
16,2022-08-31,-0.014501692540943623
16,2022-09-30,0.014459893479943276
16,2022-10-31,0.37123164534568787
16,2022-11-30,0.09311597170308232
16,2022-12-31,0.01540637221187353
16,2023-01-31,-0.14344815034419298
16,2023-02-28,0.07679462190717459
16,2023-03-31,-0.014848026353865862
16,2023-04-30,-0.0655494052451104
16,2023-05-31,0.021973816119134425
16,2023-06-30,0.11557553075253964
16,2023-07-31,0.050740241445600985
16,2023-08-31,0.12349204011261464
16,2023-09-30,0.06307587064802647
16,2023-10-31,0.09021326620131731
16,2023-11-30,0.23587632775306702
16,2023-12-31,0.041966624185442926
16,2024-01-31,0.11000629402697086
16,2024-02-29,-0.04978809021413326
16,2024-03-31,0.12650191821157933
16,2024-04-30,-0.11475251466035843
16,2024-05-31,0.03461253419518471
16,2024-06-30,-0.01413391544483602
16,2024-07-31,0.17622425705194472
16,2024-08-31,0.07729358188807964
16,2024-09-30,-0.010754973883740604
16,2024-10-31,-0.03084138659760356
16,2024-11-30,0.1213546060025692
16,2024-12-31,-0.12074590120464564
32,2015-01-31,0.1521463830024004
32,2015-02-28,0.010615097358822823
32,2015-03-31,0.07990712448954582
32,2015-04-30,0.0883490713313222
32,2015-05-31,0.0658017996698618
32,2015-06-30,-0.02689033104106784
32,2015-07-31,0.12387924306094647
32,2015-08-31,0.07856484726071358
32,2015-09-30,0.5043479561805725
32,2015-10-31,0.2541739821434021
32,2015-11-30,0.08793388158082963
32,2015-12-31,0.03279027678072453
32,2016-01-31,0.47175371646881104
32,2016-02-29,0.08454625345766545
32,2016-03-31,0.05474772080779076
32,2016-04-30,-0.066585108730942
32,2016-05-31,0.172448118776083
32,2016-06-30,0.28418338000774385
32,2016-07-31,0.17651396449655293
32,2016-08-31,-0.03957224804908037
32,2016-09-30,-0.06311116432771087
32,2016-10-31,0.27414821535348893
32,2016-11-30,0.19261170104146003
32,2016-12-31,0.08486239146441221
32,2017-01-31,0.08812070870772004
32,2017-02-28,-0.05216738041490317
32,2017-03-31,-0.04621633794158697
32,2017-04-30,0.19266827255487443
32,2017-05-31,0.1213285781443119
32,2017-06-30,-0.08062782306224107
32,2017-07-31,0.15007532984018326
32,2017-08-31,0.026256181951612233
32,2017-09-30,0.02013689875602722
32,2017-10-31,0.19268893226981162
32,2017-11-30,0.04163375794887543
32,2017-12-31,-0.02256697681732476
32,2018-01-31,0.10003034286201
32,2018-02-28,-0.03851030878722668
32,2018-03-31,0.0371813484467566
32,2018-04-30,-0.045608900208026174
32,2018-05-31,0.0653986031189561
32,2018-06-30,0.07210081834346056
32,2018-07-31,0.18682405203580857
32,2018-08-31,0.10588700650259852
32,2018-09-30,-0.04257297590374946
32,2018-10-31,0.18009465038776398
32,2018-11-30,0.0002274845726788044
32,2018-12-31,-0.000521918386220932
32,2019-01-31,0.044962427020072936
32,2019-02-28,0.12044114023447036
32,2019-03-31,-0.003460134658962488
32,2019-04-30,0.16374016180634499
32,2019-05-31,-0.15444817431271077
32,2019-06-30,0.17246501967310907
32,2019-07-31,0.12030642926692962
32,2019-08-31,-0.0867662202566862
32,2019-09-30,0.22769968658685685
32,2019-10-31,0.14583732634782792
32,2019-11-30,-0.1067020483314991
32,2019-12-31,0.017288591526448727
32,2020-01-31,-0.030580125749111176
32,2020-02-29,-0.39037964344024656
32,2020-03-31,-0.46908570304512975
32,2020-04-30,0.5085508551448583
32,2020-05-31,0.047266063094139096
32,2020-06-30,0.3086531415581703
32,2020-07-31,0.3102638468146324
32,2020-08-31,0.2305277556180954
32,2020-09-30,-0.1167591504752636
32,2020-10-31,0.16842079311609268
32,2020-11-30,0.09528584070503712
32,2020-12-31,0.1282913088798523
32,2021-01-31,0.04152433648705482
32,2021-02-28,0.3642976015806198
32,2021-03-31,0.5267806082963944
32,2021-04-30,0.26108931601047514
32,2021-05-31,0.3866595447063446
32,2021-06-30,-0.19721759259700775
32,2021-07-31,0.4856451749801636
32,2021-08-31,0.016007363330572844
32,2021-09-30,0.04711192436516285
32,2021-10-31,0.26743367612361907
32,2021-11-30,0.28147495687007906
32,2021-12-31,0.3973048433661461
32,2022-01-31,0.4126620337367058
32,2022-02-28,0.0990401235409081
32,2022-03-31,-0.015962364990264176
32,2022-04-30,0.30767191872000693
32,2022-05-31,0.4577979326248169
32,2022-06-30,-0.23861464411020278
32,2022-07-31,0.18971675708889962
32,2022-08-31,-0.022461245581507683
32,2022-09-30,-0.04365584813058376
32,2022-10-31,0.684443399310112
32,2022-11-30,0.17297787964344025
32,2022-12-31,0.001138600055128336
32,2023-01-31,-0.29235090017318727
32,2023-02-28,0.11197473555803299
32,2023-03-31,-0.002214058488607407
32,2023-04-30,-0.10668029710650444
32,2023-05-31,-0.01888587810099125
32,2023-06-30,0.24289972335100174
32,2023-07-31,0.10683538299053907
32,2023-08-31,0.18076374381780624
32,2023-09-30,0.11790071278810502
32,2023-10-31,0.20158039927482604
32,2023-11-30,0.3767817229032516
32,2023-12-31,0.12872609347105027
32,2024-01-31,0.16951723769307137
32,2024-02-29,-0.1013890989124775
32,2024-03-31,0.213413742184639
32,2024-04-30,-0.20120903700590134
32,2024-05-31,0.07256082464009524
32,2024-06-30,-0.03781819390133023
32,2024-07-31,0.3080426903441548
32,2024-08-31,0.12973554953932762
32,2024-09-30,0.0001619185321033001
32,2024-10-31,-0.06546954456716776
32,2024-11-30,0.2449917897582054
32,2024-12-31,-0.20973712131381034
