kmax,seeds,ensemble_sharpe,sharpe_ci_low,sharpe_ci_high
1,10,1.1423604688253508,0.08310217569162019,2.2272562933361706
2,10,1.3694598542931882,0.24656150379999925,2.4140813288596705
4,10,1.4759767001139028,0.4498815026589149,2.4877162124395875
8,10,1.7415781719895411,0.7392073571200816,2.7650708537382056
16,10,1.7423526155432694,0.7133803578907125,2.8026638480747157
32,10,1.9279793817649016,0.9222671670090673,2.978114023490856
