series,months,annualized_sharpe,annualized_mean,annualized_vol,worst_month
raw_return,120,1.6727442034367808,1.1987911614589393,0.7166613753590844,-0.5766793489456177
vol_target_return,120,1.6329579393554592,0.1874359356743397,0.11478307625505779,-0.06583785425782854
return_missing30pct_adverse,120,1.1273908889830626,0.1296566160522935,0.11500591083297411,-0.06816867807341528
net_return_5bps,120,1.5468286733608736,0.17760499504091923,0.11481878898393302,-0.06649806534974127
net_return_10bps,120,1.4606811764662562,0.1677740544074988,0.11486014683463308,-0.06715827644165401
net_return_25bps,120,1.2022570481938737,0.13828123250723737,0.11501802606603509,-0.06913890971739221
net_return_10bps_borrow100bps,120,1.348114702180685,0.15475609833637213,0.114794459318663,-0.06795013421454213
net_return_10bps_borrow300bps,120,1.1223275297078779,0.12872018619411882,0.11469039365685205,-0.06953384976031837
